,y,d,ln_prgdp,金融发展程度1,能源消费结构,对外开放程度,外商投资水平,环境规制,ln_internet,ln_person3,城镇化,词频占比,第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),教育水平支出,科学技术水平,基础设施水平2,year,id,ln_AI_f,ln_GT_f
375,0.375232241,0.235825852,10.40329266,1.961168415,92.68226907,0.022840215,0.009164632,74.11,11.77528954,4.304065228,0.709677398,0.004298231,46.85,23.71,0.183338077,0.005300426,0.545023396,2012,71,0,0
376,0.361397858,0.252961934,10.2965765,2.439094265,95.21769839,0.015789056,0.011611735,88.08,11.77528954,4.304065228,0.714285731,0.005490887,44.83,25.94,0.169884443,0.012102423,0.531474853,2013,71,0,0
377,0.424111111,0.226061568,10.09220505,3.24012637,95.8618555,0.032967726,0.016572645,90,11.84939766,4.290459633,0.719626188,0.004220219,31.38,32.82,0.157443052,0.006779075,0.33144442,2014,71,0.693147182,0
378,1.01524274,0,8.961237907,2.160869594,97.79201915,0.930750214,0.006339308,93.21,11.72827911,3.218875885,0.507233858,0.004365809,16.2,45.93,0.149672564,0.001804972,0.243726154,2006,72,0,0
379,1.06012181,0,9.14526844,1.908980825,97.79289257,1.080912376,0.006318425,93.21,11.21164513,3.218875885,0.505834341,0.002829162,15.93,42.69,0.195234944,0.006626372,0.246583669,2007,72,0,0
380,1.042802154,0,9.375854492,1.809164783,98.17012139,0.980107288,0.01417244,93.21,11.30276012,3.218875885,0.506037951,0.005389718,16.11,39.53,0.210579577,0.00621788,0.294803229,2008,72,0,0
381,0.780570613,0.190567464,9.463585854,2.532274948,98.40137513,0.575022743,0.01220205,93.21,11.38341999,3.044522524,0.505137503,0.004969973,16.16,39.42,0.177273805,0.005300991,0.586423858,2009,72,0,0
382,0.645507662,0.302042276,9.615405083,2.136218237,98.36547772,0.740189876,0.024513891,93.21,11.50991058,3.044522524,0.505137503,0.00439641,17.12,38.09,0.1303628,0.003282531,0.686758376,2010,72,0,0
383,0.376569315,0,10.11581326,2.201740024,98.843283,0.259866436,0.019094834,93.52,12.30138302,3.218875885,0.516129017,0.009553479,16.09,35.84,0.120647959,0.005786919,0.535382276,2014,72,0,0
384,0.31977883,0.381134927,9.216024399,1.454410755,63.23657425,0.069207501,0.024210645,81.07,11.93647289,6.163314819,0.362009645,0.003225886,40.48,35.99,0.157118408,0.002002952,0.264342523,2006,73,0,0
385,0.364193995,0.782121718,9.758403778,1.655386928,73.54019705,0.045901641,0.021151272,81.07,12.49162769,6.182085037,0.355501473,0.002683843,42.84,36.57,0.178449618,0.005310526,0.409681437,2009,73,0.693147182,0
386,0.345456494,0.755926907,9.924221039,1.288851729,73.85566814,0.037537485,0.019369989,81.07,12.69219589,6.24804306,0.332230121,0.003574265,45.46,35.92,0.141699322,0.005937399,0.451405676,2010,73,0.693147182,0
387,0.351930106,0.770535231,11.11138725,2.78791213,62.78843544,0.054644768,0.030360785,34.98,12.55320263,4.890348911,0.71005404,0.004492053,36.39,58.71,0.154937387,0.010860785,0.472332326,2010,74,1.386294365,1.386294365
388,0.362970572,0.905889928,11.22878361,2.934890527,65.37059043,0.060057993,0.026270774,35.08,12.79663277,4.890348911,0.701678872,0.004395144,36.28,58.69,0.123968975,0.008716773,0.473840897,2011,74,1.386294365,1.609437943
389,0.183980982,0.381134927,9.59069252,1.445932263,96.08487821,0.429628887,0.007387425,156.58,11.30220413,2.397895336,0.603793144,0.007177937,32.18,43.17,0.130044542,0.001664409,0.517749962,2006,75,0,1.098612309
390,0.193329016,0.449008584,9.835583687,1.224617812,96.08670099,0.406196736,0.007413701,156.56,11.58617592,2.397895336,0.602454185,0.006772009,33.11,42.46,0.14290953,0.008446774,0.532419464,2007,75,0,1.386294365
391,0.199374378,0.244336382,10.0610466,1.171624569,93.4912464,0.3068892,0.006319815,156.45,11.96463776,2.397895336,0.598209023,0.011151141,36.43,40.81,0.155345295,0.00950585,0.610817817,2008,75,0,1.386294365
392,0.220176832,0.22144331,10.27097416,1.322081196,92.26986432,0.190469173,0.007275738,155.86,12.12160301,2.397895336,0.599793911,0.006387801,39.03,41.12,0.133003982,0.008656127,0.686287456,2009,75,0,0.693147182
393,0.228906746,0.342477798,10.44732189,1.279867423,92.12832955,0.168952452,0.006137492,152.72,12.30290413,2.397895336,0.600810885,0.005803831,42.12,38.31,0.141659977,0.007629869,0.692631161,2010,75,0,0
394,0.25520275,0.230371296,10.87140274,1.157850609,94.50688569,0.103550291,0.005080924,76.6,12.73670101,2.397895336,0.611861885,0.007498661,47.15,34.95,0.140840732,0.008166659,0.673009238,2012,75,0,0.693147182
395,0.297696112,0.190567464,9.44715023,2.276549544,94.40669415,0.237584993,0.00233582,63.59,11.35040665,5.579730034,0.348242462,0.003778932,48.28,37.91,0.102048315,0.001292301,0.352991938,2006,76,0,0
396,0.307274404,0.369423032,9.613469124,1.949279505,95.20051671,0.237720215,0.004645897,63.39,11.71177673,5.590987206,0.344456404,0.006467259,49.43,36.78,0.141366864,0.003671088,0.375399107,2007,76,0,0
397,0.304852681,0.214413032,9.702044487,2.023808156,91.8636924,0.147437447,0.007895915,63.07,12.12323475,5.594711304,0.342368037,0.006171374,46.87,38.82,0.154170646,0.005675602,0.477975834,2008,76,0,0
398,0.297650536,0.570561945,9.671302795,2.584282654,89.61267993,0.155405535,0.011416642,62.58,12.19095898,5.602118969,0.340099901,0.004754701,43.68,42.42,0.130310235,0.005605008,0.570170088,2009,76,0,0
399,0.284790345,0.705121338,9.918475151,2.494589974,25.68395676,0.171235906,0.028384978,61.82,12.35833836,5.602118969,0.340727597,0.006994819,46.48,40.04,0.128814891,0.008595149,0.754415903,2010,76,0,0
400,0.296875119,0.635188341,10.11815548,2.309780305,23.88078765,0.127728655,0.044153005,60.65,12.52705383,5.59842205,0.341272652,0.006451613,48,39,0.119687045,0.0114834,0.683438974,2011,76,0,0
401,0.307910712,0.455485553,10.22951221,2.356264036,30.53184101,0.118859715,0.04651101,58.88,12.67607594,5.594711304,0.342857152,0.005325444,47.67,39,0.172703101,0.012320476,0.760020575,2012,76,0,0
402,0.255359897,0.629942477,10.45149326,1.633579283,86.23835793,0.363587664,0.071914701,95.72,12.34638214,6.093569756,0.496508926,0.011204237,57.26,34.94,0.222730972,0.033848702,0.513821604,2007,77,0.693147182,0
403,0.262568845,0.903731585,10.59885693,1.717705235,84.53401882,0.375036722,0.05382565,95.73,12.58476925,6.095824718,0.495164424,0.01125254,57.35,34.66,0.209425229,0.032580395,0.507525743,2008,77,0.693147182,0
404,0.278225791,1.007718325,10.56784916,1.893232354,82.11549311,0.29962191,0.050276522,95.76,12.88647366,6.098074436,0.493884325,0.011300843,55.04,36.77,0.198208095,0.029941886,0.57966242,2009,77,0,0.693147182
405,0.268056338,1.225832582,10.72157001,2.509689802,81.47174906,0.360267389,0.04779418,95.8,13.09239674,6.102558613,0.492345572,0.011349145,54.93,37.07,0.197534001,0.028892967,0.553092294,2010,77,0.693147182,1.098612309
406,0.272052256,1.122400999,10.86813068,2.509261735,81.4356618,0.368053225,0.039957272,95.89,13.18719196,6.107022762,0.49023363,0.011549122,53.79,38.56,0.211613086,0.030153426,0.529369293,2011,77,1.386294365,1.098612309
407,0.281619727,1.268803716,11.13929367,2.619504111,78.88527993,0.32742574,0.036359267,96.27,13.60478973,6.111467361,0.487619042,0.011494053,52.86,40.17,0.247952929,0.035881954,0.593432183,2013,77,2.639057398,1.609437943
408,0.35081391,0.190567464,8.9031353,1.508663611,90.4244379,0.005677293,0.004571916,35.08,12.07153511,5.198496819,0.239999995,0.007344756,32.62,44.87,0.167221739,0.001017469,0.336469825,2006,78,0,0
409,0.357973878,0.190567464,9.109967232,1.459142974,88.90929741,0.006455579,0.004898482,35.08,11.78365421,5.204006672,0.239039063,0.006765328,33.55,43.04,0.145254864,0.003579562,0.356401634,2007,78,0,0.693147182
410,0.369564656,0.413705021,9.787852287,1.466884374,82.42693326,0.004143532,0.005432037,35.02,12.53151989,5.225746632,0.233690366,0.010331163,44.38,40.33,0.162966636,0.00396556,0.482869715,2011,78,0,0
411,0.387595488,0.416796237,9.953134537,1.500881809,76.81192287,0.004474092,0.005157489,30.58,12.70684814,5.231108665,0.232333004,0.00617284,44.87,40.62,0.225301345,0.004521692,0.542188622,2012,78,0,0
412,0.397542599,0.381094068,10.16815662,1.814981199,95.97199292,0.002172423,0.005573651,45,13.10216045,5.231108665,0.231646821,0.010189573,41.84,43.68,0.171648865,0.003796397,0.791679688,2015,78,0,0
413,0.2400856,0.722251832,9.949703217,1.264293648,80.62357622,0.088023228,0.037401057,94.44,12.56223869,6.272877216,0.617792428,0.005780204,48.27,36.49,0.182120023,0.019564044,0.980610653,2009,79,1.386294365,0
414,0.252401337,0.785262465,10.27024651,6.928424863,81.29302471,0.105856863,0.051282229,94.46,12.59426975,6.282266617,0.612540364,0.006426473,46.62,39.26,0.017741257,0.002174327,1.069830772,2010,79,1.098612309,0
415,0.278748627,0.302042276,9.447307587,1.691448295,84.73363779,0.020778662,0.01798958,93.63,10.93567467,6.659294128,0.580334187,0.002712855,56.22,33.72,0.210901246,0.007668834,0.565882482,2007,80,0,0
416,0.308469947,0.363040537,9.74267292,1.680412501,83.06412551,0.021768966,0.017782034,93.64,11.15814877,6.668228149,0.574659348,0.004240283,59.9,30.16,0.213024727,0.007861601,0.586365407,2008,80,0,0
417,0.300169918,0.603084564,9.803445816,1.93965527,78.55800372,0.020358534,0.02463671,93.59,11.3751564,6.677083492,0.569486558,0.004518072,61.39,29.02,0.182320299,0.01233296,0.753814067,2009,80,0,0
418,0.298154848,0.540325344,10.01274586,1.891916951,81.38153044,0.029337649,0.028199632,93.77,11.89088917,6.685861111,0.564765871,0.004778533,64.64,26.61,0.160739827,0.012599937,0.794899658,2010,80,0,0
419,0.283740877,0.747174501,10.1750021,1.988493566,76.62011617,0.02345192,0.035060905,93.17,12.10224438,6.695798874,0.559062243,0.005918367,66.34,25.21,0.192438685,0.013343766,0.811065683,2011,80,0.693147182,0
420,0.257263992,0.793083429,10.39601707,2.097618833,78.35787961,0.041226484,0.0404282,92.52,12.54254532,6.663132668,0.578088582,0.002775369,67.02,25.13,0.150998653,0.012330588,0.995545171,2013,80,1.386294365,1.098612309
421,0.194051209,0,9.661352158,2.369591034,79.96623314,0.020349235,0.036969691,86.81,11.29043198,6.830874443,0.826998591,0.007001932,55.02,35.35,0.181280654,0.010043007,0.731239691,2007,81,0,0
422,0.228713087,0.442483932,10.00645065,2.158392053,79.97713224,0.016280877,0.016141242,87.16,11.73606873,6.84375,0.816427529,0.006362153,62.79,29,0.15732715,0.013569567,0.562191193,2009,81,0,0.693147182
423,0.217828457,0.8091923,10.1677351,2.498762238,82.63008309,0.013642209,0.011118574,87.44,12.05583096,6.850126266,0.811508656,0.006282394,64.42,27.8,0.157834191,0.015650978,0.665804986,2010,81,0,1.098612309
424,0.204200924,1.182436109,10.32219791,2.362597148,82.38125811,0.021735712,0.014748388,87.83,12.36299133,6.857513905,0.806188941,0.008296807,65.03,27.09,0.178706874,0.018311136,0.70657698,2011,81,1.098612309,1.098612309
425,0.272764699,0.442483932,8.589699745,1.71062655,71.82888764,0.047628239,0.019200465,85.82,11.27212715,6.035481453,0.218124956,0.003187886,32.26,36.77,0.236750457,0.0030335,0.493086735,2006,82,0,0
426,0.559272596,0,9.577064514,1.797247783,86.17312366,0.053501807,0.036687768,74.69,11.02461147,5.017279625,0.391944855,0.006754799,37.11,48.3,0.132140487,0.012738835,0.999680629,2007,83,0,0
427,0.548867924,0,9.733114243,1.819483393,86.11876846,0.049646765,0.036042818,74.69,11.20022678,5.017279625,0.390967309,0.008965738,39.46,46.86,0.126735732,0.01620485,1.06709884,2008,83,0,0
428,0.508810129,0.442483932,9.944917679,2.435634253,81.8045246,0.071721905,0.038110743,74.69,11.8975687,5.017279625,0.391759545,0.005715246,44.09,43.2,0.112673933,0.019284603,1.468750465,2010,83,0,0
429,0.473743057,0.534990489,10.1496439,2.39781999,83.14857811,0.078723353,0.035697627,74.7,12.06292343,5.017279625,0.391627282,0.008059516,46.09,41.99,0.110270352,0.022021853,0.976752756,2011,83,0,0
430,0.472641139,0.658412039,10.26719284,2.531629255,83.28554985,0.104160769,0.032581157,75,12.04355335,5.010635376,0.393754244,0.009683276,46.25,42.33,0.10274202,0.022926378,1.047593196,2012,83,0,0
431,0.443009971,0.378758162,10.37327194,2.579792323,84.30393841,0.105797447,0.033318163,74.76,12.20607281,5.010635376,0.393487096,0.008096364,46.33,42.66,0.094200535,0.023242037,1.116457171,2013,83,0,0.693147182
432,0.29547385,0.190567464,9.670166969,1.21098646,91.1517667,0.205281354,0.047707952,77.61,11.39745808,6.318968296,0.526812375,0.007530717,53,39.07,0.196022537,0.002392459,0.344245318,2006,84,0,0
433,0.300291956,0.306293875,10.04237938,1.269687551,91.1517667,0.175719503,0.038433455,77.61,11.63514328,6.329720974,0.520772636,0.005523772,53.45,39.1,0.211105607,0.002017112,0.418047146,2008,84,0.693147182,0
434,0.293551733,0.375169039,10.06730556,1.555380605,91.1517667,0.137017964,0.041230515,77.59,12.08390522,6.335054398,0.518254936,0.007367583,54.96,37.13,0.153981567,0.001552545,0.600168128,2009,84,1.098612309,0
435,0.250387728,0.535206497,10.25509453,1.714733814,91.1517667,0.147885894,0.03237024,77.69,12.19095898,6.340359211,0.515107274,0.004134203,57.22,35.01,0.144046381,0.01028387,0.686921115,2010,84,0.693147182,0
436,0.299471249,0.505602717,10.54728699,1.495885351,91.1517667,0.154109719,0.022742096,77.19,12.44901848,6.340359211,0.515186489,0.006411259,62.37,30.19,0.133676997,0.011557991,0.645218476,2011,84,1.098612309,0
437,0.306320345,0.517034411,10.6620245,1.556712618,91.1517667,0.125604772,0.025636894,79.81,12.70684814,6.345636368,0.512428284,0.00678196,61.96,29.79,0.184992607,0.012184355,0.707438109,2012,84,0.693147182,0
438,0.292874538,0.248926803,10.68255997,1.642907805,91.1517667,0.154698493,0.026572577,94.31,12.89921951,6.349139214,0.51086545,0.005569922,61.22,30.44,0.14319944,0.011452306,0.829824961,2013,84,0.693147182,0
439,0.542319344,0.226666629,9.536618233,1.696932964,94.88670204,0.105127125,0.005217854,96.78,11.40624142,4.442651272,0.538984835,0.005403218,31.46,41.64,0.280972397,0.006401368,0.246534621,2007,86,0,0.693147182
440,0.617076996,0,9.713597298,1.766575683,94.48266989,0.105352312,0.00500191,95.96,11.59019184,4.442651272,0.539719164,0.005455475,32.44,40.97,0.275765504,0.006518401,0.252914543,2008,86,0,0.693147182
441,0.604182632,0,9.828063011,2.377580351,94.96225906,0.096341491,0.004681832,95.01,11.67976952,4.442651272,0.540087044,0.005507732,39.12,34.26,0.226446637,0.00666653,0.392378346,2009,86,0,0
442,0.450541128,0,10.00256348,1.863437086,95.41327944,0.114078037,0.010749078,93.9,11.99535179,4.43081665,0.544397473,0.005559988,42.31,32.14,0.230703399,0.006990244,0.385526723,2010,86,0,0
443,0.397855228,0.302042276,10.19854259,1.780312824,95.05129123,0.117452938,0.010683437,92.6,12.01248837,4.43081665,0.545262039,0.005612245,41.95,31.57,0.238185653,0.007620451,0.394030822,2011,86,0,0
444,0.394516723,0.381134927,10.34419155,1.795475687,97.95373155,0.117021302,0.010948322,91.1,12.20607281,4.418840408,0.554061294,0.0046875,40.91,30.71,0.291798421,0.013078415,0.476597358,2012,86,0.693147182,0
445,0.399799202,0.371262789,10.23570061,2.537095298,94.86501538,0.098002179,0.012023493,90.1,12.42921638,4.394449234,0.561002195,0.004807692,29.75,35.87,0.180227444,0.006142093,0.402716194,2014,86,0.693147182,0.693147182
446,0.304040564,0,8.923591614,1.643845271,87.19029808,0.024764272,0.049288334,95.3,11.08786488,5.241746902,0.490435451,0.007744734,39.63,35.93,0.189349869,0.001673519,0.423043221,2006,87,0,0
447,0.338402501,0.190567464,9.265870094,1.522302371,90.06461767,0.043588701,0.041330532,95.3,11.4661274,5.272999763,0.476043284,0.007744734,46.24,30.03,0.193273412,0.005807213,0.812186859,2008,87,0,0
448,0.358270873,0.302042276,9.404013634,2.019073505,88.45881293,0.061297985,0.040324637,95.3,11.71765232,5.267858028,0.472296059,0.007744734,48.58,29.29,0.177201777,0.005200403,1.008774394,2009,87,0,0
449,0.181076369,0.62527895,9.728896141,1.659497735,87.56689322,0.081699919,0.027543575,49.37,12.88278294,5.0689044,0.490196079,-0.000223692,45.67,39.28,0.153483072,0.003110495,0.949146584,2006,88,0,0.693147182
450,0.214749175,0.701273561,10.0552206,1.291045808,88.26749241,0.072311764,0.021769945,49.29,12.41028976,5.075173855,0.487669587,0.00033304,49.28,37.27,0.2243627,0.008206083,0.897827587,2007,88,0,1.386294365
451,0.247110028,0.849922895,10.30948544,1.132039448,87.16969714,0.075090822,0.01715742,49.18,12.60260487,5.087596416,0.481416404,0.000889771,48.89,38.31,0.202057365,0.00930797,0.923044689,2008,88,0,1.609437943
452,0.26335163,0.725820065,10.45111752,1.329936082,79.78045153,0.034856147,0.016935488,49.01,12.84876823,5.081404209,0.482373923,0.001446503,49.3,39.33,0.195785072,0.017770002,0.99301849,2009,88,0.693147182,1.386294365
453,0.286281846,0.832982659,10.6329422,1.138681265,77.34505163,0.031792226,0.016450075,48.78,12.85055447,5.075173855,0.486141503,0.002003235,49.76,39.44,0.154722255,0.011210165,0.881552901,2010,88,0.693147182,1.098612309
454,0.293950901,0.980062962,10.83789349,1.051049553,75.75700479,0.037158049,0.017933598,48.46,13.19321728,5.075173855,0.48696053,0.002554822,50.57,39.46,0.161413794,0.00986536,0.675379669,2011,88,0.693147182,0.693147182
455,0.303842917,1.108658552,10.93745422,1.095059609,71.60192756,0.029861201,0.018375364,48,13.33747482,5.0689044,0.489786446,0.00261723,49.69,40.32,0.191991527,0.011827373,0.781818508,2012,88,0,1.791759491
456,0.234891113,0.709414482,9.828926086,1.184514886,92.29171009,0.128363435,0.019611772,83.98,12.34613419,6.586171627,0.556766808,0.005366357,55.18,31.98,0.179309401,0.002506389,0.338759334,2006,90,0,0.693147182
457,0.265181072,0.673975289,9.998434067,1.109732778,89.18196177,0.115747018,0.018250809,83.98,12.39066219,6.59441328,0.552384913,0.005068938,55.31,32.39,0.243563366,0.01813094,0.36653752,2007,90,0.693147182,0.693147182
458,0.286886271,0.653024912,10.19320488,1.095533089,83.2227757,0.106951385,0.012690706,83.99,12.66736984,6.599870682,0.549377084,0.008238387,55.77,32.13,0.251202166,0.020704687,0.384367201,2008,90,0.693147182,0.693147182
459,0.298719516,0.645271182,10.23920918,1.326376618,83.05831081,0.087000765,0.012696742,83.97,12.83184528,6.610695839,0.543720126,0.006283497,54.86,33.06,0.240152329,0.019703654,0.484613628,2009,90,1.098612309,1.098612309
460,0.304626261,0.929388165,10.35967731,1.424694709,83.81626282,0.118744317,0.01218756,84.03,13.0359621,6.603943825,0.536161244,0.006492397,53.35,34.05,0.221616566,0.020906722,0.564812649,2010,90,0.693147182,1.609437943
461,0.298317502,1.143006563,10.57553864,1.589665106,82.12302587,0.101249541,0.015241662,84.7,13.48700619,6.609349251,0.533585191,0.005480817,52.47,35.87,0.245819317,0.01870983,0.567430088,2012,90,1.609437943,2.079441547
462,0.279928886,1.251455307,10.62842369,1.628861815,81.09619106,0.092508354,0.014682925,91.19,13.62918091,6.620073318,0.533144593,0.008101166,51.11,36.92,0.223289176,0.018210233,0.62495679,2013,90,1.945910096,1.791759491
463,0.310076402,0.302042276,9.332115173,1.861976685,84.77409837,0.307736431,0.004939856,81.33,11.71177673,4.330733299,0.475442201,0.001345672,20.21,49.02,0.194794259,0.0015371,0.242200139,2006,91,0,0
464,0.326622342,0.393722236,9.524420738,1.599226637,80.36716514,0.383605513,0.005821062,78.15,12.11176205,4.343805313,0.471001476,0.001854134,20.84,48.65,0.196242026,0.004810104,0.263629574,2007,91,0,0
465,0.345025461,0,9.67224884,1.679140025,78.63372559,0.380382343,0.00819121,81.36,12.26904774,4.343805313,0.468923867,0.002362596,20.8,47.55,0.196290202,0.004810202,0.283825596,2008,91,0,0
466,0.350978018,0.389743835,9.75103569,2.16721132,74.20534831,0.320743852,0.008096275,78.13,12.08018017,4.343805313,0.467771351,0.002871058,21.36,45.1,0.170314239,0.003729509,0.395083626,2009,91,0,0
467,0.34156715,0.302042276,9.916107178,1.899301853,74.12423522,0.403163716,0.014927195,81.38,12.29682732,4.356709003,0.464969665,0.003127172,26.13,45.3,0.135630066,0.003458728,0.525317378,2010,91,0.693147182,0
468,0.374033087,0.354455203,10.12073421,1.831986719,77.58754725,0.377164588,0.015576094,78.1,12.46843719,4.343805313,0.471057892,0.00199561,26.58,43.16,0.158778938,0.004307828,0.469097113,2011,91,0.693147182,0
469,0.438493236,0.372962803,10.39613914,1.941573418,85.34339924,0.177568558,0.016418296,81.51,12.70684814,4.304065228,0.487401903,0.007015493,24.81,41.75,0.160743251,0.00314931,0.613950928,2013,91,0.693147182,0
470,0.17986576,0.751868665,10.60177135,2.025760999,89.26822797,0.749057822,0.072326139,96.02,12.96051216,6.753437996,0.69438237,0.003705419,59.94,33.51,0.220299764,0.010094061,0.594224876,2006,92,1.386294365,0
471,0.219067513,1.053281784,10.71214867,2.236586928,80.53434568,0.612742019,0.047531379,95.9,13.37970161,6.765038967,0.686101317,0.005316725,58,36.39,0.216547962,0.036624491,0.64305994,2009,92,1.609437943,1.386294365
472,0.260734413,1.56110847,11.41831779,2.83788652,82.91298094,0.624954368,0.043419208,95,14.09314251,6.784457207,0.673605084,0.009388541,54.86,40.2,0.233418808,0.039743436,0.606847504,2013,92,2.833213329,2.708050251
473,1.092816011,0,10.83826637,1.898287201,88.55063051,0.621124757,0,31.67,10.2001791,4.094344616,1.135718346,0.002926829,80.63,18,0.021775719,0.00058994,0.530979999,2006,93,0,0
474,0.941144055,0,10.98284912,1.861503771,87.34191822,0.578218955,0,32.07,10.59435749,4.127134323,1.102535844,0.005631004,81.59,17.17,0.142547964,0.007931355,0.440584268,2007,93,0,0
475,1.023835023,0,11.14785862,1.904664191,88.25048221,0.577809294,0,31.42,10.41304207,4.143134594,1.075847268,0.005855162,82.08,16.75,0.13034855,0.008246605,0.372512826,2008,93,0,0
476,1.022562366,0,11.23963261,1.36011309,98.5336955,0.174579959,0,32.5,10.61626625,4.262680054,0.958313346,0.006305532,78.88,19.7,0.128876476,0.01055061,0.252672915,2009,93,0,0
477,1.002196643,0,11.33170319,1.874070091,98.73170757,0.28059097,0,30.72,10.86889267,4.304065228,0.917431176,0.007094134,80.16,18.5,0.124464822,0.009030364,0.269001276,2010,93,0,0
478,1.026104097,0,11.52590084,1.90069255,99.02720028,0.258678649,0,33.73,10.90411949,4.189654827,1.025641084,0.005736636,81.93,16.75,0.119447804,0.007125877,0.276997239,2011,93,0,0
479,1.013441745,0.190567464,11.65375614,2.078480453,93.24197293,0.199733846,0,28.89,11.00209999,4.204692841,1.010100961,0.005270864,81.82,16.79,0.10487401,0.006772147,0.346833317,2012,93,0,0
480,0.601546779,0.442483932,11.63610744,2.862788246,98.40133012,0.226601021,0,47.61,11.15625095,4.219507694,1,0.005298793,74.5,23.86,0.133391595,0.006623222,0.455197321,2013,93,0.693147182,0
481,0.560124128,0.583084822,11.53228664,2.831337545,99.26269368,0.089081871,0,42.71,11.15625095,4.406719208,0.829875529,0.006993007,69.8,28.57,0.141600664,0.008750017,0.515259905,2014,93,0.693147182,0
482,0.303547411,0.641782284,10.34087086,1.73180642,86.43022379,0.712739192,0.04972145,89.92,12.904953,6.013715267,0.569332957,0.009652076,57.59,34.34,0.225401927,0.023866684,0.302255441,2008,94,0.693147182,0
483,0.322576189,0.997046053,10.52709675,2.030489823,86.22163942,0.617846974,0.047782933,89.84,13.36499596,6.01615715,0.56592232,0.004752646,55.54,37.01,0.197756584,0.022481534,0.402292611,2010,94,0.693147182,0.693147182
484,0.226785816,0,9.892022133,1.071872992,92.14362172,0.110579615,0.013844403,60.25,11.9419899,6.770789623,0.535015345,0.004358655,64.19,26.93,0.129313195,0.001960917,0.504086923,2006,95,0,0
485,0.24892571,0.190567464,10.13578892,0.930918322,90.8866401,0.10726119,0.014109972,60.25,12.1985445,6.778784752,0.530770719,0.006618407,65.68,26.26,0.171645312,0.016776439,0.573987788,2007,95,0,0
486,0.26787731,0.381134927,10.32074928,0.86929621,89.3138468,0.099407301,0.003776231,60.25,12.43906784,6.787845135,0.525951564,0.008133388,66.85,25.04,0.18131791,0.018289951,0.610814707,2008,95,0.693147182,0
487,0.269421215,0.627005696,10.35316086,1.052049618,87.16636232,0.067630116,0.012628207,60.25,12.69495964,6.797940254,0.520747662,0.004196871,67.33,24.68,0.164591866,0.022574029,0.750029727,2009,95,0.693147182,1.098612309
488,0.290314698,0.773878217,10.48478127,0.97882603,86.91700827,0.094591723,0.015665314,60.25,12.59472752,6.806829453,0.5162763,0.004379562,68.65,23.22,0.161362801,0.023128811,0.779194752,2010,95,0.693147182,1.098612309
489,0.284476351,0.946488976,10.61665821,1.01316074,87.61004562,0.11387866,0.021833567,60.24,12.84319401,6.812345028,0.513513505,0.004706805,68.89,23.2,0.172028953,0.022494049,0.656024393,2011,95,0.693147182,1.098612309
490,0.267252659,0.85151273,10.74496841,1.127424502,90.622779,0.082038017,0.024006184,57.2,13.03898144,6.805722713,0.516585112,0.007004203,67.42,24.79,0.207709701,0.020931448,0.804773543,2013,95,1.386294365,1.386294365
491,0.432580788,0,9.060214996,1.510334874,89.62267059,0.276453999,0.018998024,112.75,11.3156929,7.082548618,0.556134284,0.005132592,49.97,34.79,0.252020891,0.003559354,0.312399795,2006,96,0,0
492,0.441131775,0,9.558105469,1.75957294,90.42398491,0.24961183,0.020637171,106.4,12.43474102,7.122059822,0.534578085,0.004513889,54.56,33.62,0.28688463,0.00572911,0.508434343,2009,96,0,0
493,0.473978286,0.190567464,9.762672424,1.350841605,75.64788278,0.24321893,0.009962687,104.27,12.7027092,7.136483192,0.524335504,0.004240283,57.36,31.66,0.260878933,0.005049481,0.558758326,2010,96,0,0
494,0.672646836,0,10.39772606,1.329603653,99.73695849,0.926474625,0,16.16,9.239899635,3.970291853,0.576553464,0.003975727,80.65,14.2,0.111760804,0.001282902,0.339511682,2006,97,0,0
495,1.051526428,0,10.72709274,1.060591223,99.69922212,1.11146879,0,16.14,9.998797417,3.970291853,0.570824504,0.006747371,84.39,11.38,0.164576104,0.004856714,0.238318349,2007,97,0,0
496,0.720314037,0,10.6269455,1.284398838,99.67578987,1.182299345,0,16.18,10.16585159,3.970291853,0.570945203,0.009106311,81.02,14.03,0.129733317,0.009062387,0.377202832,2008,97,0,0
497,0.599000327,0,10.62278938,1.259926346,98.09426067,0.806474378,0,16.1,9.756204605,3.970291853,0.567584634,0.008189655,79.94,14.8,0.158674347,0.005680968,0.457700512,2009,97,0,0
498,0.556488783,0,10.67821503,1.48623223,97.91418867,1.457774501,0,16.29,10.96202374,3.951243639,0.580895007,0.005451877,79.29,15.4,0.146155383,0.010430641,0.511972635,2010,97,0,0
499,0.499532778,0,10.82097721,1.520535362,97.19514372,1.21166497,0,15.82,10.80796909,3.951243639,0.579399168,0.007063734,78.37,16.48,0.15089441,0.005171651,0.561596634,2011,97,0,0
500,0.39842057,0,10.88977051,1.760272057,93.97619743,0.927722983,0,21.14,11.15625095,3.970291853,0.575692952,0.008723275,72.67,21.07,0.142947723,0.005939441,0.800307655,2013,97,0,0
501,0.250489233,0.68390739,10.20758438,2.511544666,88.65424171,0.39852876,0.032936491,98.88,12.74731827,6.035481453,0.540718019,0.005541263,53.94,40.58,0.240887217,0.005977064,0.410586673,2006,98,0,0.693147182
502,0.319861059,0.749626279,10.50610828,2.64411765,89.63179654,0.394580639,0.021192344,98.91,13.23739243,6.045005322,0.535315692,0.011295318,53.69,40.98,0.259909345,0.039518903,0.348945091,2008,98,0.693147182,0
